Portfolio WBS,Description,Quantity,UOM,BAC,BAC Rate,Final Qty (AQ),Final Cost (AC),Final Rate,PQ,PV,AQ,AC,EV,Date,Project Name,Start,End,Planned Quantity,Planned Value,Actual Quantity,Actual Cost,Earned Value
181,Place Box Culverts,59.48,m,8767.499999999998,147.40248823133825,59.48,0.0,0.0,59.48,8767.499999999998,59.48,23785.751000000004,8767.499999999998,2012-02-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,0.0,0.0,15.479999999999997,6533.625000000004,2281.790517821116
901,Project Management,10.0,weeks,32400.0,3240.0,1.8,5950.0,3305.555555555556,1.0,3240.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,,,,,
901,Project Management,10.0,weeks,32400.0,3240.0,1.8,5950.0,3305.555555555556,3.0,9720.0,1.8,5950.0,32400.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,2.0,6480.0,1.8,5950.0,32400.0
901,Project Management,10.0,weeks,32400.0,3240.0,1.8,5950.0,3305.555555555556,5.0,16200.0,1.8,5950.0,32400.0,2011-12-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,2.0,6480.0,0.0,0.0,0.0
901,Project Management,10.0,weeks,32400.0,3240.0,1.8,5950.0,3305.555555555556,7.0,22680.0,1.8,5950.0,32400.0,2012-01-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,2.0,6480.0,0.0,0.0,0.0
901,Project Management,10.0,weeks,32400.0,3240.0,1.8,5950.0,3305.555555555556,9.0,29160.0,1.8,5950.0,32400.0,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,2.0,6480.0,0.0,0.0,0.0
901,Project Management,10.0,weeks,32400.0,3240.0,1.8,5950.0,3305.555555555556,10.0,32400.0,1.8,5950.0,32400.0,2012-03-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,1.0,3240.0,0.0,0.0,0.0
902,Project Supervision,16.0,weeks,53600.0,3350.0,19.5,65379.84999999997,3352.812820512819,2.0,6700.0,1.1,3721.65,3023.589743589744,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,,,,,
902,Project Supervision,16.0,weeks,53600.0,3350.0,19.5,65379.84999999997,3352.812820512819,9.0,30150.0,7.9,26574.775,21714.8717948718,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,7.0,23450.0,6.800000000000001,22853.125,18691.282051282054
902,Project Supervision,16.0,weeks,53600.0,3350.0,19.5,65379.84999999997,3352.812820512819,12.0,40200.0,10.5,35074.774999999994,28861.53846153846,2011-12-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,3.0,10050.0,2.5999999999999996,8499.999999999993,7146.666666666661
902,Project Supervision,16.0,weeks,53600.0,3350.0,19.5,65379.84999999997,3352.812820512819,15.0,50250.0,15.8,53029.9,43429.74358974359,2012-01-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,3.0,10050.0,5.300000000000001,17955.125000000007,14568.205128205132
902,Project Supervision,16.0,weeks,53600.0,3350.0,19.5,65379.84999999997,3352.812820512819,16.0,53600.0,18.0,62991.04999999997,49476.92307692308,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,1.0,3350.0,2.1999999999999993,9961.149999999965,6047.179487179485
902,Project Supervision,16.0,weeks,53600.0,3350.0,19.5,65379.84999999997,3352.812820512819,16.0,53600.0,19.5,65379.84999999997,53600.0,2012-03-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,0.0,0.0,1.5,2388.800000000003,4123.076923076922
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,,,,,
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,2.0,3062.5,2.7,4260.9400000000005,11025.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,2.0,3062.5,2.7,4260.9400000000005,11025.0
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,5.0,7656.25,4.7,7137.9400000000005,19191.666666666668,2011-12-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,3.0,4593.75,2.0,2877.0,8166.666666666668
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,8.0,12250.0,4.7,7137.9400000000005,19191.666666666668,2012-01-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,3.0,4593.75,0.0,0.0,0.0
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,12.0,18375.0,5.0,7347.94,20416.666666666668,2012-02-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,4.0,6125.0,0.2999999999999998,209.9999999999991,1225.0
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,16.0,24500.0,5.0,7347.94,20416.666666666668,2012-03-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,4.0,6125.0,0.0,0.0,0.0
903,Project Facilities,16.0,weeks,24500.0,1531.25,6.0,8814.25,1469.0416666666667,16.0,24500.0,6.0,8814.25,24500.0,2012-04-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-04-01,0.0,0.0,1.0,1466.3100000000004,4083.333333333332
904,"Project Insurance, Fees & Levies",1.0,item,25000.0,25000.0,1.0,1203.86,1203.86,1.0,25000.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,,,,,
904,"Project Insurance, Fees & Levies",1.0,item,25000.0,25000.0,1.0,1203.86,1203.86,1.0,25000.0,0.0,60.0,0.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.0,60.0,0.0
904,"Project Insurance, Fees & Levies",1.0,item,25000.0,25000.0,1.0,1203.86,1203.86,1.0,25000.0,0.9,1170.86,22500.0,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.9,1110.86,22500.0
904,"Project Insurance, Fees & Levies",1.0,item,25000.0,25000.0,1.0,1203.86,1203.86,1.0,25000.0,1.0,1203.86,25000.0,2012-06-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.09999999999999998,33.0,2500.0
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,0.25,1456.0,0.25,3029.05,1456.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,,,,,
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,0.5,2912.0,0.5,5050.058000000001,2912.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.25,1456.0,0.25,2021.0080000000007,1456.0
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,0.75,4368.0,0.5,5821.508000000002,2912.0,2011-12-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.25,1456.0,0.0,771.4500000000007,0.0
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,1.0,5824.0,0.75,7695.898000000001,4368.0,2012-01-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.25,1456.0,0.25,1874.3899999999994,1456.0
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,1.0,5824.0,0.8,8904.81,4659.2,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.050000000000000044,1208.9119999999984,291.1999999999998
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,1.0,5824.0,0.9,9111.85,5241.6,2012-03-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.09999999999999998,207.04000000000087,582.4000000000005
905,Small Tools,1.0,item,5824.0,5824.0,1.0,9544.939999999997,9544.939999999997,1.0,5824.0,1.0,9544.939999999997,5824.0,2012-06-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.09999999999999998,433.0899999999965,582.3999999999996
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,0.5,9792.5,0.1,5412.915000000001,1958.5,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,,,,,
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,0.25,10632.845000000005,4896.25,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.5,9792.5,0.15,5219.930000000004,2937.75
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,0.35,15208.395,6854.75,2011-12-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.09999999999999998,4575.549999999996,1958.5
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,0.7,31625.370000000006,13709.5,2012-01-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.35,16416.975000000006,6854.75
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,0.85,37969.525000000016,16647.25,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.15000000000000002,6344.15500000001,2937.75
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,0.9,39974.12500000002,17626.5,2012-03-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.050000000000000044,2004.6000000000058,979.25
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,0.9,40378.175000000025,17626.5,2012-04-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.0,404.0500000000029,0.0
907,Site Establishment,1.0,item,19585.0,19585.0,1.0,45323.63900000004,45323.63900000004,1.0,19585.0,1.0,45323.63900000004,19585.0,2012-06-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-06-01,0.0,0.0,0.09999999999999998,4945.4640000000145,1958.5
910,De-Establishment & Cleanup,1.0,item,5040.0,5040.0,1.0,530.25,530.25,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2012-02-01,2012-03-01,,,,,
910,De-Establishment & Cleanup,1.0,item,5040.0,5040.0,1.0,530.25,530.25,1.0,5040.0,0.0,0.0,0.0,2012-02-01,P020 - P03 Regional Bypass Road,2012-02-01,2012-03-01,1.0,5040.0,0.0,0.0,0.0
910,De-Establishment & Cleanup,1.0,item,5040.0,5040.0,1.0,530.25,530.25,1.0,5040.0,1.0,530.25,5040.0,2012-03-01,P020 - P03 Regional Bypass Road,2012-02-01,2012-03-01,0.0,0.0,1.0,530.25,5040.0
911,Accommodation,254.0,days,31750.17182130584,125.00067646183402,198.0,24904.43,125.77994949494948,18.0,2250.0121763130123,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,,,,,
911,Accommodation,254.0,days,31750.17182130584,125.00067646183402,198.0,24904.43,125.77994949494948,78.0,9750.052764023054,60.0,7525.35,9621.264188274496,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,60.0,7500.040587710042,60.0,7525.35,9621.264188274496
911,Accommodation,254.0,days,31750.17182130584,125.00067646183402,198.0,24904.43,125.77994949494948,138.0,17250.093351733096,67.0,8338.99,10743.745010239856,2011-12-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,60.0,7500.040587710042,7.0,813.6399999999994,1122.4808219653605
911,Accommodation,254.0,days,31750.17182130584,125.00067646183402,198.0,24904.43,125.77994949494948,198.0,24750.13393944313,128.0,15958.22,20525.36360165226,2012-01-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,60.0,7500.040587710035,61.0,7619.23,9781.618591412405
911,Accommodation,254.0,days,31750.17182130584,125.00067646183402,198.0,24904.43,125.77994949494948,254.0,31750.17182130584,180.0,22436.24,28863.79256482349,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,56.0,7000.0378818627105,52.0,6478.020000000002,8338.428963171227
911,Accommodation,254.0,days,31750.17182130584,125.00067646183402,198.0,24904.43,125.77994949494948,254.0,31750.17182130584,198.0,24904.43,31750.17182130584,2012-03-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-03-01,0.0,0.0,18.0,2468.1899999999987,2886.3792564823525
C20,C20  20MPA,10.0,m3,0.0,0.0,8.5,2513.5,295.7058823529412,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,,,,
C20,C20  20MPA,10.0,m3,0.0,0.0,8.5,2513.5,295.7058823529412,10.0,0.0,3.5,1035.5,0.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,10.0,0.0,3.5,1035.5,0.0
C20,C20  20MPA,10.0,m3,0.0,0.0,8.5,2513.5,295.7058823529412,10.0,0.0,6.2,1825.5,0.0,2012-01-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,0.0,0.0,2.7,790.0,0.0
C20,C20  20MPA,10.0,m3,0.0,0.0,8.5,2513.5,295.7058823529412,10.0,0.0,8.5,2513.5,0.0,2012-02-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,0.0,0.0,2.3,688.0,0.0
C32,32 Mpa,4.0,m3,1236.0,309.0,22.0,6886.8,313.03636363636366,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,,,,,
C32,32 Mpa,4.0,m3,1236.0,309.0,22.0,6886.8,313.03636363636366,0.0,0.0,7.8,2438.1,438.21818181818185,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,0.0,0.0,7.8,2438.1,438.21818181818185
C32,32 Mpa,4.0,m3,1236.0,309.0,22.0,6886.8,313.03636363636366,0.0,0.0,8.8,2716.5,494.4,2011-12-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,0.0,0.0,1.0000000000000009,278.4000000000001,56.18181818181813
C32,32 Mpa,4.0,m3,1236.0,309.0,22.0,6886.8,313.03636363636366,4.0,1236.0,22.0,6886.8,1236.0,2012-01-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,4.0,1236.0,13.2,4170.3,741.6
C40,40 MPa Concrete,50.0,m3,19981.04131334257,399.6208262668515,23.3,7571.200000000001,324.9442060085837,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,,,,
C40,40 MPa Concrete,50.0,m3,19981.04131334257,399.6208262668515,23.3,7571.200000000001,324.9442060085837,50.0,19981.04131334257,21.6,7044.6,18523.197097347624,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,50.0,19981.04131334257,21.6,7044.6,18523.197097347624
C40,40 MPa Concrete,50.0,m3,19981.04131334257,399.6208262668515,23.3,7571.200000000001,324.9442060085837,50.0,19981.04131334257,23.3,7571.200000000001,19981.04131334257,2012-02-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,0.0,0.0,1.6999999999999993,526.6000000000004,1457.8442159949482
CKM,Kerb Mix,14.4,m3,4452.257732258064,309.1845647401433,7.0,2177.4,311.0571428571429,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-12-01,2012-02-01,,,,,
CKM,Kerb Mix,14.4,m3,4452.257732258064,309.1845647401433,7.0,2177.4,311.0571428571429,14.4,4452.257732258064,0.0,0.0,0.0,2011-12-01,P020 - P03 Regional Bypass Road,2011-12-01,2012-02-01,14.4,4452.257732258064,0.0,0.0,0.0
CKM,Kerb Mix,14.4,m3,4452.257732258064,309.1845647401433,7.0,2177.4,311.0571428571429,14.4,4452.257732258064,7.0,2177.4,4452.257732258064,2012-02-01,P020 - P03 Regional Bypass Road,2011-12-01,2012-02-01,0.0,0.0,7.0,2177.4,4452.257732258064
CSA,Cement Powder (Stabilising),50.0,tonne,19915.27966111864,398.30559322237286,50.1,20711.157000000003,413.39634730538927,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2012-06-01,2012-06-01,,,,,
CSA,Cement Powder (Stabilising),50.0,tonne,19915.27966111864,398.30559322237286,50.1,20711.157000000003,413.39634730538927,50.0,19915.27966111864,50.1,20711.157000000003,19915.27966111864,2012-06-01,P020 - P03 Regional Bypass Road,2012-06-01,2012-06-01,50.0,19915.27966111864,50.1,20711.157000000003,19915.27966111864
CSS,Stabilised Sand,245.0,m3,0.0,0.0,244.0,6711.320000000001,27.505409836065574,0.0,0.0,0.0,304.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,,,,,
CSS,Stabilised Sand,245.0,m3,0.0,0.0,244.0,6711.320000000001,27.505409836065574,200.0,0.0,48.0,1813.02,0.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,200.0,0.0,48.0,1509.02,0.0
CSS,Stabilised Sand,245.0,m3,0.0,0.0,244.0,6711.320000000001,27.505409836065574,245.0,0.0,48.0,1813.02,0.0,2011-12-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,45.0,0.0,0.0,0.0,0.0
CSS,Stabilised Sand,245.0,m3,0.0,0.0,244.0,6711.320000000001,27.505409836065574,245.0,0.0,244.0,6711.320000000001,0.0,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,0.0,0.0,196.0,4898.300000000001,0.0
ETC,Conduits,157.0,m,3521.4875,22.429856687898088,157.0,5070.29,32.29484076433121,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-02-01,,,,,
ETC,Conduits,157.0,m,3521.4875,22.429856687898088,157.0,5070.29,32.29484076433121,,0.0,0.0,0.0,0.0,2011-11-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-02-01,,0.0,0.0,0.0,0.0
ETC,Conduits,157.0,m,3521.4875,22.429856687898088,157.0,5070.29,32.29484076433121,,0.0,0.0,0.0,0.0,2011-12-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-02-01,,0.0,0.0,0.0,0.0
ETC,Conduits,157.0,m,3521.4875,22.429856687898088,157.0,5070.29,32.29484076433121,,0.0,,3350.29,0.0,2012-01-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-02-01,,0.0,,3350.29,0.0
ETC,Conduits,157.0,m,3521.4875,22.429856687898088,157.0,5070.29,32.29484076433121,157.0,3521.4875,157.0,5070.29,3521.4875,2012-02-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-02-01,,3521.4875,,1720.0,3521.4875
ETP,Pits & Lids,4.0,each,3120.0,780.0,4.0,3525.0,881.25,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-01-01,,,,,
ETP,Pits & Lids,4.0,each,3120.0,780.0,4.0,3525.0,881.25,4.0,3120.0,4.0,3525.0,3120.0,2012-01-01,P020 - P03 Regional Bypass Road,2012-01-01,2012-01-01,4.0,3120.0,4.0,3525.0,3120.0
QM2.3,CBR45,4019.0,tonne,-144410.785425,-35.93201926474248,4610.0,36883.2,8.000694143167028,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,,,,,
QM2.3,CBR45,4019.0,tonne,-144410.785425,-35.93201926474248,4610.0,36883.2,8.000694143167028,1000.0,-35932.01926474248,0.0,0.0,0.0,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,1000.0,-35932.01926474248,0.0,0.0,0.0
QM2.3,CBR45,4019.0,tonne,-144410.785425,-35.93201926474248,4610.0,36883.2,8.000694143167028,3000.0,-107796.05779422744,0.0,0.0,0.0,2011-12-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,2000.0,-71864.03852948497,0.0,0.0,0.0
QM2.3,CBR45,4019.0,tonne,-144410.785425,-35.93201926474248,4610.0,36883.2,8.000694143167028,4019.0,-144410.785425,4610.0,36883.2,-144410.785425,2012-01-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,1019.0,-36614.72763077257,4610.0,36883.2,-144410.785425
QMR,Rock,354.0,tonne,12390.0,35.0,178.0,6005.268,33.737460674157305,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,,,,,
QMR,Rock,354.0,tonne,12390.0,35.0,178.0,6005.268,33.737460674157305,150.0,5250.0,35.0,1222.028,2436.23595505618,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,150.0,5250.0,35.0,1222.028,2436.23595505618
QMR,Rock,354.0,tonne,12390.0,35.0,178.0,6005.268,33.737460674157305,354.0,12390.0,35.0,1222.028,2436.23595505618,2011-12-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,204.0,7140.0,0.0,0.0,0.0
QMR,Rock,354.0,tonne,12390.0,35.0,178.0,6005.268,33.737460674157305,354.0,12390.0,178.0,6005.268,12390.0,2012-01-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-01-01,0.0,0.0,143.0,4783.24,9953.76404494382
QMS,Sand,147.81,tonne,4061.304995611556,27.476523886148136,56.0,1428.3,,100.0,2747.652388614814,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,,,,,
QMS,Sand,147.81,tonne,4061.304995611556,27.476523886148136,56.0,1428.3,,147.81,4061.304995611556,56.0,1428.3,4061.304995611556,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,47.81,1313.6526069967422,56.0,1428.3,4061.304995611556
QMS,Sand,147.81,tonne,4061.304995611556,27.476523886148136,56.0,1428.3,,147.81,4061.304995611556,56.0,1428.3,,2012-01-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,0.0,0.0,0.0,0.0,
QMS,Sand,147.81,tonne,4061.304995611556,27.476523886148136,56.0,1428.3,,147.81,4061.304995611556,56.0,1428.3,4061.304995611556,2012-02-01,P020 - P03 Regional Bypass Road,2011-10-01,2012-02-01,0.0,0.0,0.0,0.0,
RSM,Mesh,2.71,tonne,5959.838803287963,2199.202510438363,1.4,2909.52,2078.228571428572,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,,,,
RSM,Mesh,2.71,tonne,5959.838803287963,2199.202510438363,1.4,2909.52,2078.228571428572,,0.0,1.4,2909.52,5959.838803287963,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,0.0,1.4,2909.52,5959.838803287963
RSM,Mesh,2.71,tonne,5959.838803287963,2199.202510438363,1.4,2909.52,2078.228571428572,,0.0,1.4,2909.52,5959.838803287963,2011-12-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,0.0,0.0,0.0,0.0
RSM,Mesh,2.71,tonne,5959.838803287963,2199.202510438363,1.4,2909.52,2078.228571428572,,0.0,1.4,2909.52,5959.838803287963,2012-01-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,0.0,0.0,0.0,0.0
RSM,Mesh,2.71,tonne,5959.838803287963,2199.202510438363,1.4,2909.52,2078.228571428572,2.71,5959.838803287963,1.4,2909.52,5959.838803287963,2012-02-01,P020 - P03 Regional Bypass Road,2011-11-01,2012-02-01,,5959.838803287963,0.0,0.0,0.0
SWC,RCBC,59.48,m,39512.1568,664.293154001345,59.48,20610.0,346.50302622730334,0.0,0.0,0.0,0.0,0.0,2011-10-01,P020 - P03 Regional Bypass Road,2011-11-01,2011-11-01,,,,,
SWC,RCBC,59.48,m,39512.1568,664.293154001345,59.48,20610.0,346.50302622730334,59.48,39512.1568,59.48,20610.0,39512.1568,2011-11-01,P020 - P03 Regional Bypass Road,2011-11-01,2011-11-01,59.48,39512.1568,59.48,20610.0,39512.1568
SWP,RCP,12.2,m,6677.445934800001,547.3316340000001,10.98,10500.25,956.306921675774,12.2,6677.445934800001,9.76,9270.25,5935.5074976000005,2011-10-01,P020 - P03 Regional Bypass Road,2011-10-01,2011-11-01,,,,,
SWP,RCP,12.2,m,6677.445934800001,547.3316340000001,10.98,10500.25,956.306921675774,12.2,6677.445934800001,10.98,10500.25,6677.445934800001,2011-11-01,P020 - P03 Regional Bypass Road,2011-10-01,2011-11-01,0.0,0.0,1.2200000000000006,1230.0,741.9384372000004
13,QA Testing,0.0,item,0.0,0.0,1.0,4750.0,4750.0,0.0,0.0,0.0,0.0,0.0,2011-05-01,P021 - P04 Regional Arterial Pavement Repairs,2011-06-01,2011-09-01,,,,,
13,QA Testing,0.0,item,0.0,0.0,1.0,4750.0,4750.0,0.0,0.0,0.65,3340.0,0.0,2011-06-01,P021 - P04 Regional Arterial Pavement Repairs,2011-06-01,2011-09-01,0.0,0.0,0.65,3340.0,0.0
13,QA Testing,0.0,item,0.0,0.0,1.0,4750.0,4750.0,0.0,0.0,0.85,4150.0,0.0,2011-07-01,P021 - P04 Regional Arterial Pavement Repairs,2011-06-01,2011-09-01,0.0,0.0,0.19999999999999996,810.0,0.0
13,QA Testing,0.0,item,0.0,0.0,1.0,4750.0,4750.0,0.0,0.0,0.95,4750.0,0.0,2011-08-01,P021 - P04 Regional Arterial Pavement Repairs,2011-06-01,2011-09-01,0.0,0.0,0.09999999999999998,600.0,0.0
13,QA Testing,0.0,item,0.0,0.0,1.0,4750.0,4750.0,0.0,0.0,1.0,4750.0,0.0,2011-09-01,P021 - P04 Regional Arterial Pavement Repairs,2011-06-01,2011-09-01,0.0,0.0,0.050000000000000044,0.0,0.0
13,QA Testing,0.0,item,0.0,0.0,1.0,4750.0,4750.0,0.0,0.0,1.0,4750.0,0.0,2012-09-01,P021 - P04 Regional Arterial Pavement Repairs,2011-06-01,2011-09-01,,,,,
62,Purchase Water - IRC,0.0,item,0.0,0.0,1.0,420.0,420.0,0.0,0.0,0.0,0.0,0.0,2011-05-01,P021 - P04 Regional Arterial Pavement Repairs,2012-09-01,2012-09-01,,,,,
62,Purchase Water - IRC,0.0,item,0.0,0.0,1.0,420.0,420.0,0.0,0.0,0.0,420.0,0.0,2012-09-01,P021 - P04 Regional Arterial Pavement Repairs,2012-09-01,2012-09-01,,,,,
64,Sweep & Prime / Primer seal or Seal,26280.0,m2,3.425898587872485,90032.61488928892,26280.0,118730.0,4.517884322678843,4250.0,14560.068998458064,0.0,0.0,0.0,2011-05-01,P021 - P04 Regional Arterial Pavement Repairs,2011-05-01,2012-09-01,,,,,
64,Sweep & Prime / Primer seal or Seal,26280.0,m2,3.425898587872485,90032.61488928892,26280.0,118730.0,4.517884322678843,8500.0,29120.137996916128,530.0,6043.09,1815.7262515724171,2011-06-01,P021 - P04 Regional Arterial Pavement Repairs,2011-05-01,2012-09-01,4250.0,14560.068998458064,530.0,6043.09,1815.7262515724171
64,Sweep & Prime / Primer seal or Seal,26280.0,m2,3.425898587872485,90032.61488928892,26280.0,118730.0,4.517884322678843,12750.0,43680.20699537419,9695.0,51022.95000000005,33214.086809423745,2011-07-01,P021 - P04 Regional Arterial Pavement Repairs,2011-05-01,2012-09-01,4250.0,14560.06899845806,9165.0,44979.860000000044,31398.360557851327
